,user_id
813,1515915625443083520
814,1515915625453180416
815,1515915625452559616
816,1515915625441041408
817,1515915625453341184
818,1515915625452321536
819,1515915625449084160
820,1515915625452011264
821,1515915625453319168
822,1515915625441570560
823,1515915625453354240
824,1515915625441066240
825,1515915625444800512
826,1515915625443620352
827,1515915625453361152
828,1515915625446218240
829,1515915625441990656
830,1515915625453345536
831,1515915625452920576
832,1515915625453058048
833,1515915625453368064
834,1515915625453371136
835,1515915625442208768
836,1515915625453378816
837,1515915625452555520
838,1515915625453391872
839,1515915625449422080
840,1515915625446497792
841,1515915625446815232
842,1515915625444198656
843,1515915625441182464
844,1515915625453389824
845,1515915625450689280
846,1515915625448032768
847,1515915625449876480
848,1515915625443309056
849,1515915625453417984
850,1515915625452390912
851,1515915625451460864
852,1515915625453427712
853,1515915625452670464
854,1515915625451778816
855,1515915625453439488
856,1515915625445034240
857,1515915625453456384
858,1515915625441889536
859,1515915625442159104
860,1515915625441782016
861,1515915625453489152
862,1515915625453496320
863,1515915625453501184
864,1515915625453484032
865,1515915625449600512
866,1515915625443505664
867,1515915625444016640
868,1515915625446317568
869,1515915625453262848
870,1515915625441639936
871,1515915625441286144
872,1515915625453538560
873,1515915625452647936
874,1515915625448407040
875,1515915625453540096
876,1515915625453542912
877,1515915625450334464
878,1515915625445573120
879,1515915625441302784
880,1515915625497949440
881,1515915625453550336
882,1515915625453546496
883,1515915625443188480
884,1515915625449179648
885,1515915625444872960
886,1515915625453552128
887,1515915625452167168
888,1515915625452017152
889,1515915625446241536
890,1515915625446297856
891,1515915625453558784
892,1515915625452000768
893,1515915625453562624
894,1515915625450906880
895,1515915625453053952
896,1515915625441055232
897,1515915625453549568
898,1515915625442405888
899,1515915625453567488
900,1515915625453563136
901,1515915625441509376
902,1515915625453568512
903,1515915625452527360
904,1515915625451046144
905,1515915625449033216
906,1515915625453575680
907,1515915625453094912
908,1515915625453570816
909,1515915625444506880
910,1515915625453576192
911,1515915625453570048
912,1515915625453183744
913,1515915625479451136
914,1515915625441343744
915,1515915625452182784
916,1515915625453577216
917,1515915625453533184
918,1515915625443615232
919,1515915625453581056
920,1515915625453179136
921,1515915625441443584
922,1515915625441887744
923,1515915625453573632
924,1515915625453081088
925,1515915625453369344
926,1515915625453585664
927,1515915625453582848
928,1515915625453581824
929,1515915625446608640
930,1515915625453583616
931,1515915625441413632
932,1515915625448076288
933,1515915625453372160
934,1515915625453110272
935,1515915625513717760
936,1515915625449875456
937,1515915625453588224
938,1515915625453590528
939,1515915625452302336
940,1515915625453107200
941,1515915625453601536
942,1515915625451447808
943,1515915625453585920
