,product_id
1213,5900651
1214,6730
1215,5876200
1216,5698878
1217,5877489
1218,5876202
1219,5886699
1220,5552328
1221,5663027
1222,5749149
1223,5749150
1224,5749152
1225,5749153
1226,5749154
1227,5839412
1228,5873430
1229,5875293
1230,5899359
1231,5697542
1232,5587770
1233,5877599
1234,5809267
1235,5659909
1236,5862552
1237,5784106
1238,5876017
1239,5864281
1240,5864538
1241,5876014
1242,5796993
1243,5903999
1244,5876007
1245,5849033
1246,5661522
1247,5877454
1248,5758961
1249,5893830
1250,5858017
1251,5813066
1252,5864318
1253,5864319
1254,5788525
1255,5864320
1256,5853622
1257,5900470
1258,5864317
1259,5542266
1260,5900469
1261,5884363
1262,5864310
1263,5784105
1264,5827358
1265,5904258
1266,5864305
1267,5864306
1268,5683355
1269,5862247
1270,5864300
1271,5864277
1272,5864275
1273,5803504
1274,5763759
1275,5865791
1276,5875764
1277,5804157
1278,5864263
1279,5863934
1280,5755001
1281,5800018
1282,5816396
1283,5863933
1284,5760526
1285,5760525
1286,5863935
1287,5842953
1288,5760380
1289,5751742
1290,5863925
1291,5842167
1292,5759386
1293,5907815
1294,5892315
1295,5899931
1296,5769875
1297,5819246
1298,5865121
1299,5867153
1300,5831833
1301,5867150
1302,5900457
1303,5646938
1304,5787963
1305,5646937
1306,5787964
1307,5698421
1308,5700035
1309,5826618
1310,5650610
1311,5692768
1312,5692863
1313,5700096
1314,5747355
1315,5772306
1316,5789669
1317,5789670
1318,5795387
1319,5802449
1320,5814042
1321,5819231
1322,5819238
1323,5819256
1324,5830532
1325,5849995
1326,5870375
1327,5875318
1328,5649213
1329,5787966
1330,5836488
1331,5802441
1332,5615144
1333,5834157
1334,5783987
1335,5848429
1336,5842148
1337,5836487
1338,5885629
1339,5700502
1340,5899247
1341,5846059
1342,5699813
1343,5836522
1344,5899248
1345,5379
1346,5695542
1347,5810136
1348,5697541
1349,5899144
1350,5873638
1351,5869151
1352,26757
1353,5552
1354,5899249
1355,5784897
1356,5803547
1357,5707957
1358,8072
1359,5854596
1360,5758068
1361,5829457
1362,5758064
1363,5818463
1364,5739447
1365,5899250
1366,5908237
1367,5902638
1368,5904326
1369,5693593
1370,5885390
1371,5699811
1372,5699779
1373,5699773
1374,5699723
1375,5690235
1376,5727534
1377,5699774
1378,5699746
1379,5822650
1380,5822651
1381,5699728
1382,5699735
1383,5727537
1384,5699808
1385,5759492
1386,5699781
1387,5699734
1388,5767495
1389,5727538
1390,5699726
1391,5699724
1392,5900465
1393,5261
1394,5699810
1395,5868465
1396,5758038
1397,5834492
1398,5876185
1399,5758057
1400,5569528
1401,5609124
1402,3763
1403,5774897
1404,5569526
1405,5569524
1406,5857356
1407,5857357
1408,5883779
1409,5690233
1410,5697534
1411,5848424
1412,5830563
1413,5687483
1414,5678246
1415,5739493
1416,5618221
1417,59996
1418,5813067
1419,5784997
1420,5618222
1421,5143
1422,5900309
1423,5753942
1424,5907859
1425,5774339
1426,6978
1427,5784998
1428,5864788
1429,5678409
1430,5875522
1431,5875450
1432,5873646
1433,5696185
1434,5564050
1435,5875429
1436,4964
1437,5735270
1438,5875538
1439,5814050
1440,5840348
1441,5856186
1442,5809879
1443,5853711
1444,5899849
1445,5899862
1446,5767921
1447,5862571
1448,5826154
1449,5862572
1450,5899869
1451,59893
1452,5747360
1453,5867073
1454,5599203
1455,5695824
1456,5898244
1457,5690794
1458,5683739
1459,5773381
1460,5651975
1461,5858898
1462,5906117
1463,5809861
1464,4936
1465,5751422
1466,5783929
1467,5649214
1468,5864739
1469,5899846
1470,5809855
1471,5894131
1472,5866146
1473,5802165
1474,5639725
1475,5851607
1476,5851608
1477,5725886
1478,5700162
1479,5668003
1480,5776130
1481,5851259
1482,5896608
1483,5901626
1484,5851612
1485,5803111
1486,5816383
1487,5754848
1488,5864740
1489,5897797
1490,5831151
1491,5754753
1492,5814048
1493,5774330
1494,5586372
1495,5755382
1496,5550692
1497,5857962
1498,5866149
1499,6948
1500,5800970
1501,5757290
1502,5851611
1503,5875317
1504,5861277
1505,5670719
1506,5866156
1507,5570246
1508,5687159
1509,5882785
1510,5877311
1511,5877329
1512,5867044
1513,5877316
1514,5795702
1515,5877328
1516,5809870
1517,5800867
1518,5867159
1519,5795701
1520,3959
1521,5756152
1522,5815730
1523,5815731
1524,5903915
1525,5896428
1526,5550302
1527,5845095
1528,5813466
1529,5814651
1530,5528034
1531,5823935
1532,5794081
1533,5809314
1534,5755859
1535,5798089
1536,5802432
1537,5836843
1538,5810480
1539,5834669
1540,5903874
1541,5877485
1542,5836518
1543,5861766
1544,5586024
1545,5854899
1546,5827009
1547,5697328
1548,5690220
1549,5885426
1550,5567896
1551,5629194
1552,5699722
1553,5734946
1554,5767917
1555,5813061
1556,6817
1557,5690222
1558,5814520
1559,5697330
1560,5823970
1561,5798923
1562,5733775
1563,5809728
1564,5678411
1565,5847371
1566,5899851
1567,5677988
1568,5730206
1569,5677417
1570,5906121
1571,5677936
1572,5692527
1573,5822642
1574,5749720
1575,5805100
1576,5814523
1577,5814519
1578,5848107
1579,5868376
1580,5677458
1581,5810037
1582,5808333
1583,5879280
1584,5867102
1585,5867103
1586,5867105
1587,5827357
1588,5883102
1589,5800302
1590,5767927
1591,5800301
1592,5677465
1593,5677424
1594,5851175
1595,5823772
1596,5861557
1597,5658569
1598,15183
1599,5836343
1600,5851177
1601,5810903
1602,5828842
1603,15176
1604,5854206
1605,5819259
1606,5808332
1607,5691623
1608,5780297
1609,5749217
1610,5876799
1611,5672909
1612,5635515
1613,5809284
1614,5835350
1615,5809259
1616,5819389
1617,5823407
1618,5809222
1619,5850326
1620,5894147
1621,5809296
1622,5809300
1623,5868355
1624,5809251
1625,5894355
1626,5819116
1627,5900611
1628,6972
1629,5900619
1630,5900621
1631,6949
1632,5900625
1633,37457
1634,5889102
1635,5843377
1636,16712
1637,5901660
1638,5712735
1639,5901663
1640,5849719
1641,5574894
1642,5849716
1643,5849718
1644,5884253
1645,5835328
1646,5666574
1647,5820753
1648,5828031
1649,5707747
1650,5866563
1651,5820722
1652,5820749
1653,5883340
1654,5820759
1655,5820745
1656,5677025
1657,5787242
1658,5853614
1659,5813069
1660,5896433
1661,5730521
1662,5877528
1663,5900868
1664,5722999
1665,5674704
1666,5835856
1667,5863821
1668,5838939
1669,5742412
1670,5788423
1671,5698327
1672,72421
1673,5814524
1674,5760766
1675,5905040
1676,5801139
1677,5849361
1678,5897767
1679,5001
1680,5803477
1681,5803476
1682,5803483
1683,5683897
1684,5259
1685,5715618
1686,5581
1687,5770055
1688,5854292
1689,5857042
1690,5768981
1691,5869119
1692,5860248
1693,5626878
1694,5784677
1695,5778934
1696,5899840
1697,5760796
1698,5785491
1699,5870287
1700,5833318
1701,5838841
1702,5902747
1703,5570258
1704,5904322
1705,5885389
1706,5756537
1707,5908182
1708,5768792
1709,5851610
1710,5824184
1711,5803580
1712,5889606
1713,5892050
1714,5857360
1715,5848119
1716,5790685
1717,6737
1718,5861333
1719,5841036
1720,5807541
1721,5819127
1722,5862327
1723,5815579
1724,5783962
1725,5819123
1726,5798932
1727,5772438
1728,5788912
1729,4229
1730,5716623
1731,5804021
1732,5703176
1733,5744191
1734,5875824
1735,5886282
1736,5880531
1737,5902701
1738,5769981
1739,5574996
1740,5875806
1741,5620908
1742,5903597
1743,5896417
1744,5745314
1745,5859285
1746,5649153
1747,5841327
1748,5841328
1749,5825001
1750,5703721
1751,5841333
1752,5841336
1753,5847863
1754,5873606
1755,5891173
1756,6846
1757,5466
1758,5873609
1759,5770185
1760,5792796
1761,5857007
1762,5633791
1763,5649270
1764,5887759
1765,5899827
1766,5708982
1767,5870666
1768,5838759
1769,5838756
1770,5844146
1771,5838758
1772,5857192
1773,5803297
1774,5684508
1775,5877733
1776,5839048
1777,5763993
1778,5866147
1779,5873610
1780,5804462
1781,5864738
1782,5873608
1783,5809303
1784,5833319
1785,5818392
1786,5909244
1787,5909238
1788,5563788
1789,5859329
1790,5906113
1791,5563830
1792,5906109
1793,5900052
1794,5885378
1795,5896179
1796,5764751
1797,4985
1798,5648594
1799,5864626
1800,5773319
1801,5028
1802,5550106
1803,5735015
1804,5726179
1805,5639732
1806,5760600
1807,5859418
1808,5908230
1809,5832261
1810,5550118
1811,5697018
1812,5774331
1813,5774341
1814,5774348
1815,5812123
1816,5851301
1817,5853235
1818,5866144
1819,5866145
1820,5866148
1821,5875430
1822,5875541
1823,5884082
1824,5899829
1825,5900053
1826,5797184
1827,5865598
1828,5561064
1829,5689735
1830,5839684
1831,4597
1832,5875283
1833,5805106
1834,5851609
1835,5859403
1836,5823668
1837,5875431
1838,5830633
1839,5869136
1840,5849915
1841,5846436
1842,5772164
1843,5556130
1844,59983
1845,5528051
1846,5772165
1847,5897546
1848,5733785
1849,5764714
1850,5866135
1851,5809735
1852,5875344
1853,5686932
1854,5857002
1855,5571058
1856,5506
1857,5762161
1858,5686933
1859,5728072
1860,5903137
1861,5689469
1862,5831501
1863,5846814
1864,5761284
1865,5685389
1866,5811778
1867,5755171
1868,5562216
1869,5856952
1870,5772168
1871,5585656
1872,5697533
1873,5774328
1874,5900643
1875,5900641
1876,5798091
1877,5698320
1878,5754899
1879,5895512
1880,5899963
1881,5585658
1882,5899962
1883,5895511
1884,5830636
1885,5697461
1886,5754898
1887,5811764
1888,5726400
1889,5694188
1890,5776129
1891,5848407
1892,5731082
1893,5760173
1894,5773607
1895,5830626
1896,5859021
1897,5823493
1898,5802725
1899,5810145
1900,5690221
1901,5684932
1902,5802728
1903,5817690
1904,6941
1905,5888578
1906,5723270
1907,5723465
1908,5802542
1909,5662462
1910,5716351
1911,5700043
1912,5888570
1913,5766377
1914,5730207
1915,5677447
1916,5846435
1917,5816836
1918,5816835
1919,5816837
1920,5716352
1921,5843662
1922,5888561
1923,5797011
1924,5766601
1925,5766600
1926,5766597
1927,5766591
1928,5831649
1929,5766588
1930,5766585
1931,5888562
1932,5766583
1933,5766580
1934,5372
1935,5766578
1936,5766575
1937,5766574
1938,5888580
1939,5766385
1940,5766384
1941,5766383
1942,5766382
1943,5888565
1944,5766376
1945,5787245
1946,5766592
1947,5766587
1948,5802727
1949,5836515
1950,5743913
1951,5796819
1952,6414
1953,5809227
1954,6460
1955,5802437
1956,13552
1957,37589
1958,5724674
1959,5574998
1960,5700825
1961,5681704
1962,5839239
1963,5745319
1964,5808495
1965,5745320
1966,5745321
1967,5745322
1968,5813414
1969,5745325
1970,5745323
1971,5745326
1972,5731712
1973,5882565
1974,5885377
1975,5763244
1976,5824803
1977,6412
1978,5563824
1979,5812037
1980,13540
1981,5818481
1982,5896616
1983,5834160
1984,5724297
1985,5838932
1986,5706753
1987,5560994
1988,5688034
1989,5713054
1990,5747404
1991,5908221
1992,5549786
1993,5804465
1994,5711150
1995,5670256
1996,5818362
1997,5857670
1998,5859203
1999,6734
2000,5565096
2001,5565100
2002,5768785
2003,5774337
2004,5804359
2005,5957
2006,5565106
2007,5628034
2008,5899967
2009,10106
2010,5713563
2011,38483
2012,5539
2013,5744194
2014,5601929
2015,5857945
2016,5861597
2017,5712990
2018,5810133
2019,5861595
2020,5857675
2021,5886195
2022,5804015
2023,5815660
2024,5712994
2025,5857677
2026,5809865
2027,5825584
2028,5882399
2029,5883100
2030,5830634
2031,5815654
2032,40090
2033,5848909
2034,5686815
2035,4923
2036,5467
2037,5599831
2038,5815666
2039,5861608
2040,4962
2041,5875552
2042,5861600
2043,5783803
2044,5833116
2045,5032
2046,5884301
2047,5875547
2048,5689188
2049,5828207
2050,5549838
2051,5782134
2052,5886338
2053,5882417
2054,5882419
2055,5657910
2056,5814052
2057,6458
2058,5888062
2059,5780210
2060,5629448
2061,5622687
2062,5779187
2063,5906721
2064,5875438
2065,5597835
2066,5894662
2067,5655024
2068,5013
2069,5699797
2070,5724563
2071,5582542
2072,5861276
2073,5698561
2074,5836529
2075,5814666
2076,5763842
2077,5826418
2078,5847854
2079,5699796
2080,59986
2081,5889623
2082,5828713
2083,37583
2084,37584
2085,6410
2086,5889584
2087,5884356
2088,5884350
2089,5858145
2090,5731716
2091,5783933
2092,5875414
2093,5896418
2094,5889097
2095,5746400
2096,5875401
2097,5849879
2098,5746399
2099,5835157
2100,5902931
2101,5814838
2102,5839637
2103,5707019
2104,40099
2105,5587740
2106,6545
2107,5833695
2108,5848433
2109,5735268
2110,5784048
2111,5905680
2112,5725890
2113,5858885
2114,5700050
2115,5875785
2116,5861354
2117,5656119
2118,5714897
2119,5835150
2120,5549840
2121,5878151
2122,5746401
2123,5570252
2124,5813041
2125,5563818
2126,5696319
2127,5877738
2128,5779821
2129,3936
2130,5683630
2131,5563804
2132,5807863
2133,5854573
2134,5793704
2135,5835755
2136,5813490
2137,5591314
2138,5807859
2139,5852191
2140,5804022
2141,5596128
2142,5709052
2143,5774878
2144,5870959
2145,5903481
2146,5712789
2147,5857862
2148,5801768
2149,5810038
2150,5801778
2151,5695527
2152,5889625
2153,59995
2154,5829286
2155,5768786
2156,5845221
2157,5846174
2158,5829347
